height,weight,male,earn,earnk,ethnicity,education,mother_education,father_education,walk,exercise,smokenow,tense,angry,age
72,200.0,1,15000.0,15.0,White,12.0,13.6,13.7,1,1,2.0,0.0,0.0,40
66,140.0,1,5124.0,5.124,White,8.0,8.0,8.0,1,1,1.0,3.0,3.0,67
61,110.0,0,10000.0,10.0,White,15.0,15.0,15.0,2,4,2.0,3.0,3.0,25
64,165.0,0,5000.0,5.0,White,7.0,13.6,13.7,5,1,1.0,1.0,1.0,38
62,111.0,0,5000.0,5.0,Black,13.0,13.0,13.0,8,5,2.0,0.0,0.0,20
69,125.0,0,0.0,0.0,White,13.0,13.0,13.7,8,7,2.0,1.0,1.0,19
68,145.0,0,12000.0,12.0,White,16.0,16.0,16.0,7,1,2.0,7.0,7.0,32
66,155.0,0,0.0,0.0,White,12.0,12.0,12.0,5,7,1.0,7.0,7.0,23
68,180.0,1,50000.0,50.0,White,17.0,17.0,17.0,7,6,2.0,0.0,0.0,34
71,158.0,1,136500.0,136.5,White,16.0,16.0,16.0,5,5,1.0,0.0,0.0,41
64,125.0,0,23000.0,23.0,White,13.0,13.0,13.0,4,2,2.0,1.0,1.0,26
61,118.0,0,0.0,0.0,White,16.0,16.0,16.0,7,1,2.0,1.0,1.0,40
68,155.0,0,25000.0,25.0,White,12.0,12.0,12.0,4,1,2.0,0.0,0.0,69
63,174.0,0,5000.0,5.0,White,9.0,13.6,13.7,5,1,2.0,0.0,0.0,69
65,138.0,0,5000.0,5.0,White,12.0,13.6,13.7,8,1,2.0,1.0,1.0,91
64,110.0,0,5000.0,5.0,White,12.0,12.0,12.0,8,1,2.0,5.0,5.0,18
65,130.0,0,15000.0,15.0,White,12.0,12.0,12.0,8,7,1.0,0.0,0.0,38
64,125.0,0,5000.0,5.0,White,14.0,14.0,14.0,7,2,2.0,0.0,0.0,19
66,130.0,1,40000.0,40.0,Black,14.0,14.0,14.0,8,7,1.0,0.0,0.0,34
62,124.0,0,6000.0,6.0,Black,13.0,13.0,13.0,7,1,2.0,7.0,7.0,26
71,170.0,1,100000.0,100.0,White,18.0,18.0,13.7,8,5,2.0,0.0,0.0,77
65,160.0,0,5000.0,5.0,Black,16.0,16.0,16.0,8,1,2.0,7.0,7.0,30
64,190.0,0,45000.0,45.0,White,8.0,13.6,13.7,8,1,1.0,7.0,7.0,52
60,120.0,0,25000.0,25.0,Black,12.0,12.0,12.0,8,5,2.0,0.0,0.0,26
66,156.0,1,110000.0,110.0,White,18.0,18.0,18.0,5,5,2.0,0.0,0.0,37
61,102.0,0,25000.0,25.0,White,13.0,13.0,13.0,8,4,1.0,2.0,2.0,37
72,145.0,1,41000.0,41.0,Hispanic,13.0,13.6,13.7,8,7,2.0,0.0,0.0,32
70,145.0,0,25000.0,25.0,White,12.0,12.0,13.7,5,6,2.0,0.0,0.0,55
63,130.0,0,23000.0,23.0,White,13.0,13.0,13.0,4,4,2.0,0.0,0.0,78
68,132.0,0,15000.0,15.0,White,14.0,13.6,14.0,8,5,2.0,0.0,0.0,78
63,120.0,0,0.0,0.0,White,12.0,12.0,12.0,7,5,2.0,7.0,7.0,32
70,165.0,1,21000.0,21.0,White,12.0,12.0,12.0,8,7,1.0,1.0,1.0,23
62,150.0,0,4000.0,4.0,White,12.0,12.0,12.0,5,1,1.0,7.0,7.0,29
71,280.0,1,25000.0,25.0,White,12.0,12.0,12.0,8,4,1.0,0.0,0.0,36
70,170.0,1,30000.0,30.0,White,18.0,18.0,18.0,4,7,1.0,1.0,1.0,46
64,159.0,0,14000.0,14.0,White,11.0,11.0,13.7,8,1,2.0,0.0,0.0,51
63,115.0,0,6000.0,6.0,White,12.0,12.0,12.0,3,2,1.0,7.0,7.0,35
65,144.0,0,14000.0,14.0,White,12.0,12.0,12.0,2,1,1.0,0.0,0.0,46
71,175.0,1,43000.0,43.0,White,12.0,12.0,12.0,1,6,2.0,6.0,6.0,27
62,128.0,0,25000.0,25.0,White,15.0,15.0,15.0,8,5,1.0,7.0,7.0,33
73,195.0,1,40000.0,40.0,White,12.0,12.0,12.0,8,1,2.0,0.0,0.0,66
64,135.0,0,25000.0,25.0,White,16.0,16.0,16.0,8,1,2.0,0.0,0.0,73
68,220.0,1,65000.0,65.0,White,17.0,17.0,17.0,5,5,2.0,3.0,3.0,40
76,210.0,1,16000.0,16.0,White,15.0,15.0,15.0,3,4,2.0,0.0,0.0,32
73,196.0,1,136500.0,136.5,White,16.0,16.0,16.0,1,1,1.0,0.0,0.0,65
70,160.0,1,87000.0,87.0,White,18.0,13.6,13.7,1,6,2.0,0.0,0.0,54
66,120.0,0,8000.0,8.0,White,12.0,12.0,12.0,8,1,2.0,0.0,0.0,71
64,156.3,0,20000.0,20.0,White,15.0,15.0,15.0,4,4,2.0,4.0,4.0,39
60,156.3,0,14000.0,14.0,White,14.0,14.0,14.0,1,1,2.0,0.0,0.0,72
68,140.0,1,45000.0,45.0,White,12.0,12.0,12.0,8,1,2.0,0.0,0.0,74
61,180.0,0,8000.0,8.0,White,11.0,13.6,13.7,1,1,2.0,0.0,0.0,72
65,185.0,0,15000.0,15.0,White,10.0,13.6,10.0,3,1,1.0,0.0,0.0,71
66,130.0,1,12000.0,12.0,White,12.0,12.0,13.7,5,4,1.0,0.0,0.0,28
63,132.0,0,8000.0,8.0,White,14.0,14.0,14.0,5,5,2.0,0.0,0.0,31
63,105.0,0,16000.0,16.0,White,15.0,15.0,15.0,1,1,2.0,2.0,2.0,32
67,156.3,0,25000.0,25.0,White,12.0,13.6,13.7,1,2,2.0,0.0,0.0,43
74,170.0,1,6000.0,6.0,White,15.0,15.0,15.0,7,1,1.0,7.0,7.0,73
66,160.0,0,136500.0,136.5,White,12.0,13.6,12.0,4,7,2.0,1.0,1.0,45
70,180.0,1,19000.0,19.0,White,12.0,12.0,12.0,8,6,2.0,0.0,0.0,32
68,155.0,0,21000.0,21.0,White,13.0,13.0,13.0,6,3,1.0,5.0,5.0,39
70,131.0,0,43000.0,43.0,White,18.0,18.0,18.0,7,3,2.0,1.0,1.0,46
69,190.0,1,35000.0,35.0,White,15.0,15.0,15.0,7,7,2.0,0.0,0.0,21
70,175.0,1,8000.0,8.0,White,10.0,13.6,13.7,8,2,2.0,0.0,0.0,75
63,125.0,0,21000.0,21.0,White,14.0,14.0,14.0,7,1,1.0,1.0,1.0,41
65,135.0,0,5800.0,5.8,White,12.0,12.0,12.0,8,5,2.0,5.0,5.0,30
69,185.0,1,17000.0,17.0,White,12.0,13.6,13.7,5,1,2.0,0.0,0.0,46
65,120.0,0,45000.0,45.0,White,12.0,13.6,13.7,2,2,1.0,2.0,2.0,42
68,140.0,1,24000.0,24.0,White,14.0,14.0,14.0,4,3,1.0,2.0,2.0,49
62,140.0,0,5000.0,5.0,White,11.0,11.0,13.7,1,1,2.0,3.0,3.0,71
70,185.0,1,62000.0,62.0,White,11.0,11.0,11.0,1,1,2.0,0.0,0.0,48
66,150.0,0,11000.0,11.0,White,12.0,12.0,12.0,8,1,1.0,3.0,3.0,23
65,225.0,1,10000.0,10.0,White,13.0,13.6,13.0,5,1,2.0,0.0,0.0,27
70,185.0,1,40000.0,40.0,White,14.0,14.0,14.0,4,4,2.0,0.0,0.0,36
66,163.0,0,0.0,0.0,Black,12.0,13.6,12.0,8,5,2.0,0.0,0.0,37
70,170.0,1,40000.0,40.0,White,12.0,13.6,13.7,8,4,1.0,0.0,0.0,47
66,165.0,0,24000.0,24.0,Black,14.0,13.6,13.7,8,2,2.0,3.0,3.0,29
68,160.0,1,50000.0,50.0,Black,18.0,18.0,18.0,8,7,2.0,0.0,0.0,34
68,156.3,0,25000.0,25.0,White,12.0,12.0,12.0,6,2,1.0,3.0,3.0,25
68,160.0,1,24000.0,24.0,White,16.0,16.0,16.0,1,3,2.0,0.0,0.0,26
68,120.0,1,20000.0,20.0,White,16.0,16.0,16.0,8,3,2.0,0.0,0.0,33
63,120.0,0,15000.0,15.0,White,16.0,16.0,16.0,8,5,2.0,0.0,0.0,23
70,195.0,1,60000.0,60.0,White,18.0,18.0,18.0,3,1,2.0,0.0,0.0,50
65,155.0,0,11000.0,11.0,White,13.0,13.0,13.0,5,1,2.0,0.0,0.0,47
64,115.0,0,5000.0,5.0,White,15.0,15.0,15.0,8,2,2.0,7.0,7.0,40
63,113.0,0,136500.0,136.5,White,17.0,17.0,17.0,8,6,2.0,0.0,0.0,84
69,180.0,1,87000.0,87.0,White,18.0,18.0,18.0,8,5,2.0,5.0,5.0,39
65,135.0,0,27000.0,27.0,White,16.0,16.0,16.0,7,5,2.0,0.0,0.0,30
77,241.0,1,89000.0,89.0,White,16.0,16.0,16.0,8,1,2.0,2.0,2.0,41
70,175.0,1,40000.0,40.0,White,14.0,14.0,14.0,8,4,2.0,2.0,2.0,28
64,120.0,0,15000.0,15.0,White,16.0,16.0,16.0,8,7,2.0,0.0,0.0,26
64,130.0,0,1000.0,1.0,White,14.0,14.0,14.0,8,6,2.0,0.0,0.0,20
62,180.0,0,0.0,0.0,White,12.0,12.0,12.0,4,1,1.0,7.0,7.0,28
64,156.3,0,22000.0,22.0,White,12.0,12.0,12.0,5,1,2.0,0.0,0.0,60
64,184.0,0,12000.0,12.0,White,8.0,8.0,8.0,1,1,1.0,0.0,0.0,48
63,125.0,0,22000.0,22.0,White,16.0,16.0,16.0,4,2,2.0,2.0,2.0,28
58,180.0,0,40000.0,40.0,Black,12.0,12.0,13.7,8,1,2.0,0.0,0.0,56
73,182.0,1,25000.0,25.0,Black,10.0,13.6,13.7,2,6,2.0,2.0,2.0,55
66,182.0,0,0.0,0.0,White,12.0,12.0,12.0,8,6,2.0,0.0,0.0,58
64,120.0,0,62000.0,62.0,White,16.0,16.0,16.0,7,7,2.0,3.0,3.0,40
62,150.0,0,40000.0,40.0,White,16.0,16.0,16.0,5,1,2.0,0.0,0.0,44
61,123.0,0,0.0,0.0,White,13.0,13.0,13.0,6,7,2.0,0.0,0.0,42
64,113.0,0,35000.0,35.0,Hispanic,14.0,14.0,14.0,4,2,2.0,0.0,0.0,53
64,119.0,0,7000.0,7.0,White,12.0,12.0,12.0,8,1,2.0,0.0,0.0,28
70,190.0,1,25000.0,25.0,White,14.0,14.0,13.7,8,1,2.0,0.0,0.0,40
62,118.0,0,14000.0,14.0,White,12.0,12.0,12.0,6,2,2.0,0.0,0.0,37
62,120.0,0,5000.0,5.0,White,12.0,12.0,12.0,8,1,2.0,1.0,1.0,20
64,150.0,0,15000.0,15.0,White,12.0,12.0,12.0,2,1,2.0,0.0,0.0,56
66,240.0,0,0.0,0.0,Black,14.0,14.0,14.0,1,1,2.0,0.0,0.0,31
66,150.0,0,6000.0,6.0,White,13.0,13.0,13.0,7,6,2.0,0.0,0.0,34
69,223.0,0,11000.0,11.0,Black,12.0,13.6,13.7,1,1,2.0,7.0,7.0,41
64,132.0,0,10000.0,10.0,White,13.0,13.0,13.0,4,1,2.0,0.0,0.0,31
62,168.0,0,0.0,0.0,White,12.0,12.0,13.7,8,1,2.0,1.0,1.0,59
62,118.0,0,5000.0,5.0,White,12.0,12.0,12.0,4,4,1.0,4.0,4.0,32
71,193.0,1,20000.0,20.0,White,14.0,14.0,14.0,8,5,2.0,2.0,2.0,41
59,108.0,0,35000.0,35.0,White,12.0,13.6,13.7,7,1,2.0,0.0,0.0,56
62,155.0,0,7000.0,7.0,White,12.0,12.0,12.0,4,1,2.0,0.0,0.0,73
68,185.0,1,38000.0,38.0,White,9.0,9.0,9.0,8,2,2.0,1.0,1.0,46
68,175.0,1,29000.0,29.0,White,9.0,13.6,13.7,4,1,1.0,1.0,1.0,58
62,122.0,0,20000.0,20.0,White,10.0,10.0,13.7,4,1,2.0,0.0,0.0,44
63,160.0,0,8000.0,8.0,White,12.0,12.0,12.0,4,1,1.0,0.0,0.0,57
69,175.0,1,36000.0,36.0,White,16.0,16.0,16.0,8,1,2.0,0.0,0.0,51
67,228.0,0,1500.0,1.5,White,12.0,12.0,12.0,7,7,2.0,1.0,1.0,44
64,135.0,0,42000.0,42.0,White,18.0,18.0,18.0,6,5,2.0,1.0,1.0,29
68,135.0,0,35000.0,35.0,White,17.0,17.0,17.0,8,1,1.0,1.0,1.0,44
70,165.0,1,25000.0,25.0,White,12.0,12.0,12.0,1,7,1.0,0.0,0.0,22
76,150.0,1,5000.0,5.0,White,9.0,9.0,9.0,3,6,2.0,0.0,0.0,18
69,140.0,1,13000.0,13.0,White,10.0,10.0,10.0,1,1,1.0,0.0,0.0,20
66,133.0,0,20000.0,20.0,White,11.0,11.0,11.0,4,1,2.0,0.0,0.0,64
66,98.0,0,10000.0,10.0,White,12.0,13.6,13.7,8,1,2.0,1.0,1.0,71
72,194.0,1,50000.0,50.0,Other,15.0,15.0,15.0,8,5,1.0,3.0,3.0,49
69,145.0,1,30000.0,30.0,Black,11.0,11.0,11.0,8,1,2.0,0.0,0.0,51
69,160.0,1,7000.0,7.0,White,12.0,13.6,13.7,7,6,2.0,0.0,0.0,23
62,118.0,0,15000.0,15.0,Black,12.0,12.0,12.0,8,1,2.0,0.0,0.0,82
60,200.0,0,31000.0,31.0,Black,12.0,13.6,13.7,8,1,1.0,7.0,7.0,48
66,149.0,0,15000.0,15.0,Black,12.0,12.0,12.0,2,2,2.0,3.0,3.0,42
60,135.0,0,0.0,0.0,White,18.0,18.0,13.7,2,1,2.0,4.0,4.0,41
67,170.0,1,50000.0,50.0,White,16.0,16.0,16.0,7,2,2.0,1.0,1.0,49
67,120.0,0,5000.0,5.0,Hispanic,11.0,11.0,11.0,1,1,2.0,3.0,3.0,18
66,140.0,1,5000.0,5.0,White,15.0,15.0,15.0,8,7,2.0,0.0,0.0,20
70,150.0,0,600.0,0.6,Black,12.0,12.0,12.0,7,6,2.0,3.0,3.0,18
64,150.0,0,14000.0,14.0,Black,8.0,8.0,13.7,8,1,2.0,0.0,0.0,51
60,105.0,0,40000.0,40.0,Other,18.0,18.0,18.0,8,1,2.0,0.0,0.0,35
68,170.0,1,24000.0,24.0,White,18.0,18.0,18.0,5,7,2.0,5.0,5.0,36
66,150.0,0,25000.0,25.0,Black,12.0,13.6,13.7,8,1,2.0,0.0,0.0,59
73,180.0,1,22000.0,22.0,Black,12.0,12.0,13.7,1,5,1.0,7.0,7.0,24
72,215.0,1,20000.0,20.0,White,8.0,8.0,8.0,4,1,1.0,1.0,1.0,36
64,145.0,0,20112.0,20.112,White,12.0,13.6,13.7,8,5,1.0,3.0,3.0,38
67,135.0,1,12000.0,12.0,White,13.0,13.0,13.0,7,1,1.0,1.0,1.0,67
71,180.0,1,15000.0,15.0,Black,8.0,13.6,13.7,8,6,1.0,0.0,0.0,37
70,221.0,1,20000.0,20.0,White,18.0,18.0,18.0,7,7,1.0,0.0,0.0,69
66,129.0,0,5000.0,5.0,White,8.0,8.0,8.0,4,1,2.0,0.0,0.0,44
67,140.0,0,41000.0,41.0,White,13.0,13.0,13.0,7,1,2.0,1.0,1.0,40
71,155.0,1,13000.0,13.0,Black,9.0,9.0,9.0,8,1,2.0,0.0,0.0,50
63,136.0,0,0.0,0.0,White,12.0,12.0,12.0,5,5,2.0,3.0,3.0,25
73,170.0,1,60000.0,60.0,White,16.0,16.0,16.0,1,4,1.0,0.0,0.0,31
70,155.0,1,24000.0,24.0,White,16.0,16.0,16.0,8,7,2.0,4.0,4.0,25
70,165.0,1,38000.0,38.0,White,16.0,16.0,16.0,1,7,2.0,6.0,6.0,36
71,128.0,0,3000.0,3.0,White,14.0,14.0,14.0,3,2,2.0,4.0,4.0,27
66,110.0,0,13000.0,13.0,White,12.0,12.0,12.0,4,2,1.0,0.0,0.0,30
75,160.0,1,5000.0,5.0,White,12.0,12.0,12.0,1,2,1.0,2.0,2.0,21
60,92.0,0,20000.0,20.0,White,14.0,14.0,14.0,4,5,2.0,5.0,5.0,37
72,230.0,1,22000.0,22.0,White,12.0,12.0,12.0,4,7,2.0,5.0,5.0,28
70,256.0,0,35000.0,35.0,White,14.0,14.0,14.0,1,1,2.0,2.0,2.0,40
63,118.0,0,0.0,0.0,Black,16.0,16.0,16.0,3,7,2.0,1.0,1.0,23
75,230.0,1,28000.0,28.0,Black,9.0,13.6,13.7,8,4,2.0,0.0,0.0,55
60,110.0,0,22000.0,22.0,White,12.0,12.0,12.0,6,3,1.0,7.0,7.0,41
73,186.0,1,30000.0,30.0,Black,12.0,13.6,12.0,8,5,2.0,1.0,1.0,44
65,165.0,1,5000.0,5.0,Black,6.0,13.6,13.7,8,1,2.0,0.0,0.0,70
65,210.0,0,30000.0,30.0,Black,12.0,12.0,13.7,2,1,2.0,7.0,7.0,32
63,135.0,0,35000.0,35.0,White,17.0,17.0,17.0,8,1,2.0,0.0,0.0,63
67,140.0,1,30000.0,30.0,White,16.0,16.0,16.0,8,4,2.0,0.0,0.0,31
61,130.0,0,32000.0,32.0,White,12.0,12.0,12.0,8,1,2.0,0.0,0.0,69
69,135.0,0,26000.0,26.0,White,17.0,17.0,17.0,6,5,2.0,4.0,4.0,43
64,144.0,0,22000.0,22.0,White,14.0,14.0,14.0,4,6,1.0,1.0,1.0,34
62,190.0,0,15000.0,15.0,White,14.0,13.6,13.7,5,1,2.0,0.0,0.0,72
70,150.0,1,25000.0,25.0,White,12.0,12.0,12.0,6,5,2.0,0.0,0.0,33
68,147.0,0,11000.0,11.0,White,10.0,10.0,10.0,8,3,1.0,7.0,7.0,24
67,140.0,1,15000.0,15.0,White,12.0,13.6,13.7,8,1,2.0,0.0,0.0,33
62,130.0,0,13000.0,13.0,White,12.0,13.6,13.7,5,1,1.0,1.0,1.0,53
64,180.0,0,10000.0,10.0,White,15.0,15.0,15.0,7,7,1.0,1.0,1.0,42
68,110.0,0,0.0,0.0,White,12.0,12.0,12.0,1,1,2.0,7.0,7.0,24
72,200.0,1,35000.0,35.0,White,16.0,16.0,16.0,8,6,2.0,0.0,0.0,32
68,120.0,0,12000.0,12.0,White,12.0,12.0,12.0,4,4,2.0,0.0,0.0,45
64,130.0,0,25000.0,25.0,White,17.0,17.0,17.0,6,1,2.0,7.0,7.0,38
66,130.0,1,0.0,0.0,White,13.0,13.0,13.0,5,7,1.0,0.0,0.0,57
64,118.0,0,7000.0,7.0,White,11.0,13.6,13.7,8,1,1.0,0.0,0.0,64
73,230.0,1,57000.0,57.0,White,14.0,14.0,14.0,2,1,1.0,0.0,0.0,37
73,210.0,1,36000.0,36.0,White,16.0,16.0,16.0,8,4,2.0,2.0,2.0,37
69,175.0,1,29000.0,29.0,Hispanic,14.0,14.0,14.0,7,6,2.0,4.0,4.0,29
68,133.0,0,8000.0,8.0,White,13.0,13.0,13.0,8,4,2.0,2.0,2.0,19
71,125.0,1,3000.0,3.0,Black,11.0,11.0,11.0,8,1,2.0,4.0,4.0,18
63,160.0,0,0.0,0.0,White,12.0,12.0,12.0,5,2,2.0,0.0,0.0,64
66,205.0,0,20000.0,20.0,White,16.0,16.0,16.0,8,1,2.0,0.0,0.0,41
66,158.0,0,0.0,0.0,White,12.0,13.6,13.7,8,1,1.0,3.0,3.0,36
66,173.0,1,33000.0,33.0,White,12.0,12.0,12.0,7,4,2.0,1.0,1.0,57
68,210.0,0,15000.0,15.0,Hispanic,12.0,12.0,13.7,8,1,2.0,0.0,0.0,68
70,235.0,1,16000.0,16.0,White,12.0,12.0,12.0,1,1,2.0,1.0,1.0,33
62,148.0,0,5000.0,5.0,White,12.0,12.0,12.0,6,7,2.0,2.0,2.0,78
66,142.0,0,8000.0,8.0,White,14.0,14.0,14.0,5,4,2.0,3.0,3.0,43
63,122.0,0,32000.0,32.0,Black,16.0,16.0,16.0,4,1,2.0,3.0,3.0,34
75,175.0,1,14500.0,14.5,White,12.0,12.0,12.0,1,3,1.0,0.0,0.0,24
67,125.0,0,13000.0,13.0,White,12.0,12.0,12.0,2,2,2.0,6.0,6.0,29
68,115.0,1,5000.0,5.0,White,16.0,16.0,16.0,4,5,2.0,0.0,0.0,27
60,156.3,0,5000.0,5.0,Black,12.0,12.0,12.0,2,1,2.0,0.0,0.0,34
62,125.0,0,0.0,0.0,White,10.0,13.6,13.7,8,7,2.0,2.0,2.0,20
70,200.0,0,5000.0,5.0,White,11.0,13.6,11.0,4,1,2.0,1.0,1.0,57
63,160.0,0,7000.0,7.0,White,9.0,9.0,9.0,7,4,2.0,1.0,1.0,25
65,126.0,0,50000.0,50.0,Black,18.0,18.0,18.0,7,1,2.0,0.0,0.0,65
69,185.0,0,12000.0,12.0,Black,12.0,12.0,12.0,8,2,1.0,3.0,3.0,35
71,209.0,1,19000.0,19.0,White,14.0,14.0,14.0,8,6,2.0,0.0,0.0,61
62,110.0,0,9000.0,9.0,White,12.0,12.0,12.0,8,7,1.0,0.0,0.0,55
64,110.0,0,25000.0,25.0,White,12.0,12.0,12.0,2,2,1.0,4.0,4.0,38
65,130.0,0,20000.0,20.0,Black,12.0,13.6,13.7,8,1,1.0,2.0,2.0,35
72,170.0,1,55000.0,55.0,Hispanic,18.0,18.0,18.0,1,1,2.0,0.0,0.0,35
62,145.0,0,15000.0,15.0,Black,12.0,13.6,13.7,2,1,2.0,0.0,0.0,71
75,190.0,1,45000.0,45.0,White,18.0,18.0,18.0,6,7,1.0,4.0,4.0,31
65,120.0,0,10000.0,10.0,White,12.0,12.0,12.0,8,7,1.0,0.0,0.0,40
65,142.0,0,15000.0,15.0,White,12.0,12.0,12.0,8,1,2.0,0.0,0.0,67
63,113.0,0,13000.0,13.0,White,12.0,12.0,12.0,2,2,1.0,0.0,0.0,19
66,120.0,0,45000.0,45.0,White,18.0,18.0,18.0,7,7,2.0,0.0,0.0,30
64,110.0,0,20000.0,20.0,White,13.0,13.0,13.0,1,1,1.0,7.0,7.0,31
68,116.0,0,45000.0,45.0,White,16.0,16.0,16.0,6,2,2.0,6.0,6.0,29
72,185.0,1,30000.0,30.0,White,12.0,12.0,12.0,8,6,2.0,0.0,0.0,26
64,110.0,0,12000.0,12.0,White,12.0,12.0,12.0,8,1,2.0,1.0,1.0,34
70,125.0,0,26000.0,26.0,White,13.0,13.6,13.0,7,2,2.0,2.0,2.0,33
65,115.0,0,12500.0,12.5,White,12.0,12.0,12.0,3,6,1.0,1.0,1.0,27
64,130.0,0,8000.0,8.0,White,12.0,12.0,12.0,2,1,1.0,1.0,1.0,29
64,120.0,0,15000.0,15.0,Hispanic,16.0,16.0,16.0,2,6,2.0,7.0,7.0,32
67,207.0,1,65000.0,65.0,White,14.0,14.0,14.0,2,7,1.0,1.0,1.0,25
73,175.0,1,25000.0,25.0,White,10.0,13.6,10.0,8,6,1.0,6.0,6.0,21
73,185.0,1,8000.0,8.0,Hispanic,14.0,14.0,14.0,4,6,2.0,1.0,1.0,21
65,110.0,1,15000.0,15.0,Other,14.0,14.0,14.0,7,4,2.0,1.0,1.0,21
64,160.0,0,12000.0,12.0,White,16.0,16.0,16.0,4,1,1.0,1.0,1.0,40
72,195.0,1,35000.0,35.0,White,12.0,12.0,12.0,8,1,2.0,2.0,2.0,42
67,140.0,0,35000.0,35.0,Black,13.0,13.0,13.0,5,6,2.0,2.0,2.0,37
67,162.0,1,40000.0,40.0,White,16.0,16.0,16.0,7,6,2.0,0.0,0.0,31
66,140.0,0,15000.0,15.0,Hispanic,14.0,14.0,14.0,7,2,2.0,1.0,1.0,24
74,145.0,1,29000.0,29.0,White,12.0,12.0,12.0,8,4,2.0,0.0,0.0,22
60,114.0,0,5000.0,5.0,White,10.0,10.0,10.0,8,1,1.0,0.0,0.0,74
64,96.0,0,15000.0,15.0,White,12.0,12.0,12.0,5,4,1.0,7.0,7.0,33
63,175.0,0,15000.0,15.0,White,13.0,13.0,13.0,4,2,2.0,1.0,1.0,31
74,250.0,1,20000.0,20.0,White,12.0,13.6,13.7,4,2,2.0,1.0,1.0,36
74,205.0,1,3000.0,3.0,Black,6.0,13.6,13.7,8,5,2.0,0.0,0.0,62
63,120.0,0,1000.0,1.0,Black,16.0,16.0,16.0,8,2,2.0,5.0,5.0,19
62,140.0,0,8000.0,8.0,Black,11.0,11.0,11.0,3,2,1.0,7.0,7.0,23
62,103.0,0,5000.0,5.0,White,12.0,12.0,13.7,4,6,1.0,1.0,1.0,18
67,160.0,0,25000.0,25.0,White,16.0,16.0,16.0,8,5,2.0,2.0,2.0,27
75,219.0,1,5000.0,5.0,White,13.0,13.0,13.0,7,5,1.0,0.0,0.0,22
69,163.0,1,20000.0,20.0,White,12.0,12.0,12.0,7,4,2.0,0.0,0.0,57
65,133.0,0,15000.0,15.0,White,12.0,12.0,12.0,2,1,1.0,0.0,0.0,26
73,150.0,1,30000.0,30.0,White,12.0,12.0,12.0,2,2,2.0,0.0,0.0,34
63,200.0,0,12000.0,12.0,White,12.0,13.6,12.0,1,1,1.0,0.0,0.0,35
59,156.3,0,5000.0,5.0,White,11.0,13.6,13.7,1,1,2.0,3.0,3.0,80
60,120.0,0,0.0,0.0,White,12.0,12.0,12.0,7,1,1.0,7.0,7.0,34
65,122.0,0,15000.0,15.0,White,14.0,14.0,14.0,8,7,2.0,2.0,2.0,38
64,145.0,1,5000.0,5.0,Black,14.0,14.0,14.0,4,1,2.0,0.0,0.0,34
64,130.0,0,15000.0,15.0,Black,10.0,13.6,13.7,5,2,2.0,1.0,1.0,59
64,135.0,0,25000.0,25.0,White,18.0,13.6,13.7,8,1,2.0,0.0,0.0,78
67,210.0,0,10000.0,10.0,White,14.0,14.0,14.0,7,1,2.0,1.0,1.0,32
69,140.0,1,16000.0,16.0,White,12.0,12.0,12.0,8,1,1.0,0.0,0.0,19
71,185.0,1,45000.0,45.0,White,12.0,12.0,12.0,2,5,1.0,0.0,0.0,29
72,170.0,1,40000.0,40.0,White,14.0,14.0,14.0,5,5,2.0,0.0,0.0,54
72,200.0,1,15000.0,15.0,White,12.0,12.0,12.0,8,6,1.0,1.0,1.0,26
63,140.0,0,0.0,0.0,White,12.0,12.0,12.0,4,1,2.0,7.0,7.0,62
66,152.0,0,20000.0,20.0,White,13.0,13.0,13.0,8,5,1.0,0.0,0.0,33
70,125.0,1,25000.0,25.0,White,14.0,13.6,13.7,3,1,2.0,0.0,0.0,81
64,145.0,0,19000.0,19.0,White,14.0,14.0,14.0,7,5,1.0,0.0,0.0,52
64,128.0,0,17600.0,17.6,White,16.0,16.0,16.0,2,2,1.0,3.0,3.0,30
68,155.0,1,7000.0,7.0,White,12.0,13.6,13.7,8,1,2.0,0.0,0.0,67
74,207.0,1,30000.0,30.0,White,12.0,12.0,12.0,5,4,2.0,2.0,2.0,32
62,125.0,0,18000.0,18.0,White,11.0,11.0,11.0,1,1,1.0,0.0,0.0,47
63,135.0,0,15000.0,15.0,Hispanic,8.0,8.0,13.7,7,1,1.0,0.0,0.0,41
65,135.0,0,25000.0,25.0,White,16.0,16.0,16.0,4,2,1.0,2.0,2.0,47
66,155.0,0,0.0,0.0,White,14.0,14.0,14.0,6,1,2.0,1.0,1.0,55
60,120.0,0,6000.0,6.0,White,5.0,5.0,5.0,8,1,2.0,7.0,7.0,62
69,170.0,1,70000.0,70.0,White,18.0,18.0,18.0,7,6,2.0,0.0,0.0,42
61,115.0,0,15000.0,15.0,Other,16.0,16.0,16.0,5,1,2.0,0.0,0.0,34
68,140.0,1,15000.0,15.0,White,12.0,12.0,12.0,8,1,1.0,0.0,0.0,61
65,135.0,0,25000.0,25.0,White,17.0,17.0,17.0,8,1,1.0,0.0,0.0,33
66,120.0,0,35000.0,35.0,White,16.0,16.0,16.0,4,6,2.0,0.0,0.0,28
70,155.0,1,18000.0,18.0,White,16.0,16.0,16.0,5,3,2.0,0.0,0.0,24
72,165.0,1,28000.0,28.0,Black,15.0,15.0,15.0,2,6,2.0,0.0,0.0,30
66,160.0,0,35000.0,35.0,White,12.0,12.0,12.0,8,1,1.0,0.0,0.0,49
